host_id,mstar_phys,mstar_hinv,host_m200_phys,host_m200_hinv,sfr,alpha,d_3d_kpc,d_proj_kpc,d_r200_3d,d_r200_proj,quenched
0,11.797365,11.62821,14.576127052307129,14.40697193145752,17.392204,37.71343340192759,959.8594188745752,505.4160822463476,0.6302498083071013,0.3318594188767451,0
0,11.461457,11.292303,14.576127052307129,14.40697193145752,2.1843414,51.203665349649754,503.3102217303922,373.5189692008044,0.3304766974485816,0.24525493432557974,0
0,11.284879,11.115724,14.576127052307129,14.40697193145752,0.0,82.30212766060771,1500.705201307246,957.6383753555639,0.9853725939974881,0.6287914569854672,1
0,11.348578,11.179423,14.576127052307129,14.40697193145752,0.0,36.0823899558076,920.0483003754975,205.2782092601639,0.6041095743216351,0.13478697973036086,1
0,11.303447,11.134292,14.576127052307129,14.40697193145752,0.0,26.275366887703115,606.7132503923392,606.4678647057514,0.39837178469893814,0.39821066289412776,1
0,11.374335,11.205181,14.576127052307129,14.40697193145752,1.4603422,1.818150048126455,628.2399800461144,416.8273984001396,0.4125063725052213,0.2736915247931358,0
0,11.415291,11.246136,14.576127052307129,14.40697193145752,0.0,14.785537372387864,697.8487826956756,268.2677322852394,0.4582119557017804,0.17614630176363985,1
0,10.987103,10.817949,14.576127052307129,14.40697193145752,0.0,24.38430211971206,1355.5936607589554,714.425762482809,0.8900914321780415,0.4690965062179396,1
0,11.226413,11.057258,14.576127052307129,14.40697193145752,0.0,77.97350186426962,568.2655538548794,411.2206809466508,0.3731267822578567,0.2700101184008992,1
0,11.123764,10.954609,14.576127052307129,14.40697193145752,0.0,6.970646879619551,679.1324808884161,400.8775697774598,0.44592271272068457,0.26321876572622854,1
0,11.04046,10.871305,14.576127052307129,14.40697193145752,0.0,76.80547311143138,712.1564453849142,283.8243597315083,0.4676064581569296,0.18636088243360058,1
0,10.682069,10.512915,14.576127052307129,14.40697193145752,0.0,41.24570005707659,1135.1563794592398,1038.6348398348584,0.7453509091900202,0.6819742514737285,1
0,10.830988,10.661834,14.576127052307129,14.40697193145752,0.0,1.0264141796948252,1520.8880382677191,1513.5949903709707,0.9986247733013554,0.9938361115989057,1
0,10.710466,10.541312,14.576127052307129,14.40697193145752,0.0,81.28289083221264,1331.2699016409072,1326.5574972950612,0.8741202970096934,0.8710261023003085,1
0,10.88656,10.717406,14.576127052307129,14.40697193145752,0.0,0.32698734408198504,297.8210290846306,136.72495787036252,0.19555118468336774,0.08977447821434821,1
0,10.644637,10.475482,14.576127052307129,14.40697193145752,0.45162132,55.182589103772585,925.9466951456409,475.705783244299,0.6079824978978409,0.31235144731071873,0
0,10.710288,10.541133,14.576127052307129,14.40697193145752,0.0,24.62321077668375,1101.821438424209,792.9429912238031,0.7234629745777934,0.5206514187288128,1
0,10.615698,10.446543,14.576127052307129,14.40697193145752,0.0,19.33186682742746,631.7056537564256,279.9520580362754,0.414781955938199,0.18381830447568534,1
0,10.456735,10.28758,14.576127052307129,14.40697193145752,0.0,52.716427625746846,1428.5767784977695,486.690695108459,0.9380126121550781,0.31956421040968863,1
0,10.658229,10.489075,14.576127052307129,14.40697193145752,0.0,39.239812187051854,267.7094695688353,260.70730581595046,0.17577974290816575,0.17118207758737855,1
0,10.472124,10.302969,14.576127052307129,14.40697193145752,0.0,63.60140352443025,786.0037226145922,535.9412299157074,0.5160950507599759,0.3519024252679485,1
0,10.447726,10.278571,14.576127052307129,14.40697193145752,0.5442667,1.8997169891989074,854.6983548877502,707.4728592378323,0.5612003838645332,0.4645311856604122,0
0,10.62977,10.460615,14.576127052307129,14.40697193145752,0.0,16.62950255217845,1327.5394155505946,821.8940652279715,0.8716708360812707,0.5396608783253083,1
0,10.287442,10.118287,14.576127052307129,14.40697193145752,0.0,25.111951569650756,1139.8233250655815,1138.554091699945,0.7484152554014948,0.7475818686891705,1
0,10.58698,10.417825,14.576127052307129,14.40697193145752,0.0,48.8984358513498,696.5642867269914,624.0129893014406,0.4573685474670791,0.409730903458233,1
0,10.58272,10.413566,14.576127052307129,14.40697193145752,0.0,12.572504665859071,1351.4777561093858,807.3545824443883,0.8873889029686673,0.5301141613196224,1
0,10.498283,10.329128,14.576127052307129,14.40697193145752,0.0,4.431903573051528,1398.7364937601508,1085.2723598817447,0.9184192911271256,0.7125967441966023,1
0,10.641379,10.472224,14.576127052307129,14.40697193145752,0.0,37.46682572862261,521.2911606841812,126.48694186819313,0.3422830964961572,0.08305213169575303,1
0,10.6469555,10.4778,14.576127052307129,14.40697193145752,0.0,29.232150995201266,895.8386367034216,462.6349688254458,0.5882133549498492,0.30376906730807335,1
0,10.537152,10.367997,14.576127052307129,14.40697193145752,0.0,29.62140608436465,484.5367358836212,27.29063531371332,0.31814990706290575,0.017919204976092798,1
0,10.450103,10.280948,14.576127052307129,14.40697193145752,0.0,45.88566531529375,437.7306298841561,433.80314516791225,0.2874167197297517,0.2848379082487496,1
0,10.225712,10.056557,14.576127052307129,14.40697193145752,0.0,86.76337639798778,1094.106122425252,949.9370443454287,0.7183970489497752,0.6237347139901877,1
0,10.353761,10.184606,14.576127052307129,14.40697193145752,4.5309973,50.73090403344537,1101.4514223039776,1000.048796344686,0.7232200196364127,0.6566384095422879,0
0,10.437748,10.268593,14.576127052307129,14.40697193145752,0.0,54.872512901131074,384.9927672710004,334.5326046869465,0.2527887032214188,0.21965623906012188,1
0,10.26775,10.098595,14.576127052307129,14.40697193145752,0.0,86.72577491350717,561.5379807347451,459.96241294778076,0.3687094148955527,0.30201425009581606,1
0,10.496996,10.327841,14.576127052307129,14.40697193145752,0.0,27.294889653579276,175.17077701586194,140.13436965706734,0.1150182479479103,0.09201311970992275,1
0,10.4916525,10.322497,14.576127052307129,14.40697193145752,0.0,32.24366177848839,249.35199408666097,228.53086105599436,0.16372610757768358,0.1500548190084676,1
0,10.1721525,10.002997,14.576127052307129,14.40697193145752,0.0,58.06340163806155,1113.3677774217927,172.77124466083413,0.7310443743086084,0.11344269971965398,1
0,10.025756,9.856602,14.576127052307129,14.40697193145752,0.16980977,65.30732724194789,1480.1881090241939,1471.7062678279897,0.9719009405197591,0.9663317095648065,0
0,10.503405,10.3342495,14.576127052307129,14.40697193145752,0.0,80.13922009900853,438.10924827950777,106.96197113621258,0.287665322979769,0.07023191154782689,1
0,10.515125,10.34597,14.576127052307129,14.40697193145752,0.0,0.48840310520404273,355.7911248890409,90.98460322455769,0.23361471883205745,0.05974107000836564,1
0,10.29249,10.123335,14.576127052307129,14.40697193145752,0.0,53.043666829858196,687.1647459600733,532.5843340632227,0.45119674912866115,0.3496982660692859,1
